;id;name;reaction_string
978;GPDDA5;Glycerophosphodiester phosphodiesterase (Glycerophosphoinositol); 1:g3pi_c +  1:h2o_c-> 1:glyc3p_c +  1:h_c +  1:inost_c
979;GLYCAt2rpp;D-glycerate transport via proton symport, reversible (periplasm); 1:glyc__R_p +  1:h_p-> 1:glyc__R_c +  1:h_c
980;GLYCAtex;D-glycerate transport via diffusion (extracellular to periplasm); 1:glyc__R_e-> 1:glyc__R_p
981;GPDDA5pp;Glycerophosphodiester phosphodiesterase (Glycerophosphoinositol); 1:g3pi_p +  1:h2o_p-> 1:glyc3p_p +  1:h_p +  1:inost_p
982;GRTT;Geranyltranstransferase; 1:grdp_c +  1:ipdp_c-> 1:frdp_c +  1:ppi_c
983;GRXR;Glutaredoxin reductase; 1:grxox_c +  2:gthrd_c-> 1:grxrd_c +  1:gthox_c
984;GLYCDx;Glycerol dehydrogenase; 1:glyc_c +  1:nad_c-> 1:dha_c +  1:h_c +  1:nadh_c
985;GLYCK;Glycerate kinase; 1:atp_c +  1:glyc__R_c-> 1:3pg_c +  1:adp_c +  1:h_c
986;GLYCK2;Glycerate kinase; 1:atp_c +  1:glyc__R_c-> 1:2pg_c +  1:adp_c +  1:h_c
987;GLYCL;Glycine Cleavage System; 1:gly_c +  1:nad_c +  1:thf_c-> 1:co2_c +  1:mlthf_c +  1:nadh_c +  1:nh4_c
988;GLYCLTDx;Glycolate dehydrogenase (NAD); 1:glx_c +  1:h_c +  1:nadh_c-> 1:glyclt_c +  1:nad_c
989;GLYCLTDy;Glycolate dehydrogenase (NADP); 1:glx_c +  1:h_c +  1:nadph_c-> 1:glyclt_c +  1:nadp_c
990;GLYCLTt2rpp;Glycolate transport via proton symport, reversible (periplasm); 1:glyclt_p +  1:h_p-> 1:glyclt_c +  1:h_c
991;GLYCLTt4pp;Glycolate transport via sodium symport (periplasm); 1:glyclt_p +  1:na1_p-> 1:glyclt_c +  1:na1_c
992;GSNK;Guanosine kinase; 1:atp_c +  1:gsn_c-> 1:adp_c +  1:gmp_c +  1:h_c
993;GSNt2pp;Guanosine transport in via proton symport (periplasm); 1:gsn_p +  1:h_p-> 1:gsn_c +  1:h_c
994;GSNtex;Guanosine transport via diffusion (extracellular to periplasm); 1:gsn_e-> 1:gsn_p
995;GSPMDA;Glutathionylspermidine amidase; 1:gtspmd_c +  1:h2o_c-> 1:gthrd_c +  1:spmd_c
996;GSPMDS;Glutathionylspermidine synthetase; 1:atp_c +  1:gthrd_c +  1:spmd_c-> 1:adp_c +  1:gtspmd_c +  1:h_c +  1:pi_c
997;GTHOXtex;Glutathione (ox) transport via diffusion (extracellular to periplasm); 1:gthox_e-> 1:gthox_p
998;GTHOr;Glutathione oxidoreductase; 1:gthox_c +  1:h_c +  1:nadph_c-> 2:gthrd_c +  1:nadp_c
999;GTHRDHpp;Glutathione hydralase (periplasmic); 1:gthrd_p +  1:h2o_p-> 1:cgly_p +  1:glu__L_p
1000;GTHRDabc2pp;Glutathione export via ABC system (cytoplasm to periplasm); 1:atp_c +  1:gthrd_c +  1:h2o_c-> 1:adp_c +  1:gthrd_p +  1:h_c +  1:pi_c
1001;GTHRDabcpp;Reduced glutathione via ABC system (periplasm); 1:atp_c +  1:gthrd_p +  1:h2o_c-> 1:adp_c +  1:gthrd_c +  1:h_c +  1:pi_c
1002;GTHRDtex;Glutathione transport via diffusion (extracellular to periplasm); 1:gthrd_e-> 1:gthrd_p
1003;GLYCLTtex;Glycolate transport via diffusion (extracellular to periplasm); 1:glyclt_e-> 1:glyclt_p
1004;GLYCTO2;Glycolate oxidase; 1:glyclt_c +  1:q8_c-> 1:glx_c +  1:q8h2_c
1005;GLYCTO3;Glycolate oxidase; 1:glyclt_c +  1:mqn8_c-> 1:glx_c +  1:mql8_c
1006;GLYCTO4;Glycolate oxidase; 1:2dmmq8_c +  1:glyclt_c-> 1:2dmmql8_c +  1:glx_c
1007;GLYCtex;Glycerol transport via diffusion (extracellular to periplasm); 1:glyc_e-> 1:glyc_p
1008;GTHS;Glutathione synthetase; 1:atp_c +  1:glucys_c +  1:gly_c-> 1:adp_c +  1:gthrd_c +  1:h_c +  1:pi_c
1009;GTPCI;GTP cyclohydrolase I; 1:gtp_c +  1:h2o_c-> 1:ahdt_c +  1:for_c +  1:h_c
1010;GTPCII2;GTP cyclohydrolase II (25drapp); 1:gtp_c +  3:h2o_c-> 1:25drapp_c +  1:for_c +  2:h_c +  1:ppi_c
1011;GLYCtpp;Glycerol transport via channel (periplasm); 1:glyc_c-> 1:glyc_p
1012;GLYK;Glycerol kinase; 1:atp_c +  1:glyc_c-> 1:adp_c +  1:glyc3p_c +  1:h_c
1013;GLYOX;Hydroxyacylglutathione hydrolase; 1:h2o_c +  1:lgt__S_c-> 1:gthrd_c +  1:h_c +  1:lac__D_c
1014;GLYOX3;Glyoxalase III; 1:h2o_c +  1:mthgxl_c-> 1:h_c +  1:lac__D_c
1015;GTPDPDP;Guanosine-5'-triphosphate,3'-diphosphate diphosphatase; 1:gdptp_c +  1:h2o_c-> 1:h_c +  1:pi_c +  1:ppgpp_c
1016;GTPDPK;GTP diphosphokinase; 1:atp_c +  1:gtp_c-> 1:amp_c +  1:gdptp_c +  1:h_c
1017;GTPHs;GTP amine hydrolysis (spontaneous); 1:gtp_c +  1:h2o_c +  1:h_c-> 1:nh4_c +  1:xtp_c
1018;GTPtex;GTP transport via diffusion (extracellular to periplasm); 1:gtp_e-> 1:gtp_p
1019;GUAD;Guanine deaminase; 1:gua_c +  1:h2o_c +  1:h_c-> 1:nh4_c +  1:xan_c
1020;GLYTRS;Glycyl-tRNA synthetase; 1:atp_c +  1:gly_c +  1:trnagly_c-> 1:amp_c +  1:glytrna_c +  1:ppi_c
1021;GLYt2pp_copy1;Glycine transport in via proton symport (periplasm); 1:gly_p +  1:h_p-> 1:gly_c +  1:h_c
1022;GLYt4pp;Glycine transport in via sodium symport (periplasm); 1:gly_p +  1:na1_p-> 1:gly_c +  1:na1_c
1023;GLYtex;Glycine transport via diffusion (extracellular to periplasm); 1:gly_e-> 1:gly_p
1024;GMAND;GDP-D-mannose dehydratase; 1:gdpmann_c-> 1:gdpddman_c +  1:h2o_c
1025;GMHEPAT;D-glycero-D-manno-hepose 1-phosphate adenyltransferase; 1:atp_c +  1:gmhep1p_c +  1:h_c-> 1:adphep_DD_c +  1:ppi_c
1026;GUAPRT;Guanine phosphoribosyltransferase; 1:gua_c +  1:prpp_c-> 1:gmp_c +  1:ppi_c
1027;GUAt2pp;Guanine transport in via proton symport (periplasm); 1:gua_p +  1:h_p-> 1:gua_c +  1:h_c
1028;GUAtex;Guanine transport via diffusion (extracellular to periplasm); 1:gua_e-> 1:gua_p
1029;GUAtpp;Guanine transport via diffusion (periplasm); 1:gua_p-> 1:gua_c
1030;GUI1;Glucuronate isomerase (D-glucuronate); 1:glcur_c-> 1:fruur_c
1031;GUI2;Glucuronate isomerase (D-galacturonate); 1:galur_c-> 1:tagur_c
1032;GUR1PPpp;Glucuronate 1-phosphate phosphatase (periplasm); 1:glcur1p_p +  1:h2o_p-> 1:glcur_p +  1:pi_p
1033;GMHEPK;D-glycero-D-manno-heptose 7-phosphate kinase; 1:atp_c +  1:gmhep7p_c-> 1:adp_c +  1:gmhep17bp_c +  1:h_c
1034;GMHEPPA;D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase; 1:gmhep17bp_c +  1:h2o_c-> 1:gmhep1p_c +  1:pi_c
1035;GMPR;GMP reductase; 1:gmp_c +  2:h_c +  1:nadph_c-> 1:imp_c +  1:nadp_c +  1:nh4_c
1036;H2O2tex;Hydrogen peroxide transport via diffusion (external); 1:h2o2_e-> 1:h2o2_p
1037;H2Otex;H2O transport via diffusion (extracellular to periplasm); 1:h2o_e-> 1:h2o_p
1038;H2Otpp;H2O transport via diffusion (periplasm); 1:h2o_p-> 1:h2o_c
1039;H2SO;Hydrogen sulfide oxidation; 1:h2s_c +  2:o2_c-> 2:h_c +  1:so4_c
1040;H2St1pp;H2s transport (periplasm); 1:h2s_c-> 1:h2s_p
1041;GMPS2;GMP synthase; 1:atp_c +  1:gln__L_c +  1:h2o_c +  1:xmp_c-> 1:amp_c +  1:glu__L_c +  1:gmp_c +  2:h_c +  1:ppi_c
1042;GMPtex;GMP transport via diffusion (extracellular to periplasm); 1:gmp_e-> 1:gmp_p
1043;H2Stex;H2s transport via diffusion (extracellular to periplasm); 1:h2s_e-> 1:h2s_p
1044;H2tex;Hydrogen transport via diffusion (extracellular to periplasm); 1:h2_e-> 1:h2_p
1045;H2tpp;Hydrogen transport diffusion (periplasm); 1:h2_p-> 1:h2_c
1046;HACD1i;3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA); 1:3hbcoa_c +  1:nad_c-> 1:aacoa_c +  1:h_c +  1:nadh_c
1047;HACD2i;3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA); 1:3hhcoa_c +  1:nad_c-> 1:3ohcoa_c +  1:h_c +  1:nadh_c
1048;HACD3i;3-hydroxyacyl-CoA dehydrogenase (3-oxooctanoyl-CoA); 1:3hocoa_c +  1:nad_c-> 1:3oocoa_c +  1:h_c +  1:nadh_c
1049;HG2abcpp;Mercury (Hg+2) ABC transporter (periplasm); 1:atp_c +  1:h2o_c +  1:hg2_c-> 1:adp_c +  1:h_c +  1:hg2_p +  1:pi_c
1050;HACD4i;3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA); 1:3hdcoa_c +  1:nad_c-> 1:3odcoa_c +  1:h_c +  1:nadh_c
1051;HG2t3pp;Mercury (Hg+2) transport out via proton antiport (periplasm); 1:h_p +  1:hg2_c-> 1:h_c +  1:hg2_p
1052;HG2tex;Mercury (Hg+2) transport via diffusion (extracellular to periplasm); 1:hg2_e-> 1:hg2_p
1053;HACD5i;3-hydroxyacyl-CoA dehydrogenase (3-oxododecanoyl-CoA); 1:3hddcoa_c +  1:nad_c-> 1:3oddcoa_c +  1:h_c +  1:nadh_c
1054;HACD6i;3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA); 1:3htdcoa_c +  1:nad_c-> 1:3otdcoa_c +  1:h_c +  1:nadh_c
1055;HACD7i;3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanoyl-CoA); 1:3hhdcoa_c +  1:nad_c-> 1:3ohdcoa_c +  1:h_c +  1:nadh_c
1056;HISTD;Histidinol dehydrogenase; 1:h2o_c +  1:histd_c +  2:nad_c-> 3:h_c +  1:his__L_c +  2:nadh_c
1057;HISTP;Histidinol-phosphatase; 1:h2o_c +  1:hisp_c-> 1:histd_c +  1:pi_c
1058;HISTRS;Histidyl-tRNA synthetase; 1:atp_c +  1:his__L_c +  1:trnahis_c-> 1:amp_c +  1:histrna_c +  1:ppi_c
1059;HISabcpp;L-histidine transport via ABC system (periplasm); 1:atp_c +  1:h2o_c +  1:his__L_p-> 1:adp_c +  1:h_c +  1:his__L_c +  1:pi_c
1060;HACD8i;3-hydroxyacyl-CoA dehydrogenase (3-oxooctadecanoyl-CoA); 1:3hodcoa_c +  1:nad_c-> 1:3ohodcoa_c +  1:h_c +  1:nadh_c
1061;HBZOPT;Hydroxybenzoate octaprenyltransferase; 1:4hbz_c +  1:octdp_c-> 1:3ophb_c +  1:ppi_c
1062;HCINNMt2rpp;3-hydroxycinnamic acid transport via proton symport, reversible (periplasm); 1:3hcinnm_p +  1:h_p-> 1:3hcinnm_c +  1:h_c
1063;HCINNMtex;3-hydroxycinnamic acid transport via diffusion (extracellular to periplasm); 1:3hcinnm_e-> 1:3hcinnm_p
1064;HCO3E;HCO3 equilibration reaction; 1:co2_c +  1:h2o_c-> 1:h_c +  1:hco3_c
1065;HISt2rpp;L-histidine reversible transport via proton symport (periplasm); 1:h_p +  1:his__L_p-> 1:h_c +  1:his__L_c
1066;HIStex;L-histidine transport via diffusion (extracellular to periplasm); 1:his__L_e-> 1:his__L_p
1067;HCYSMT;Homocysteine S-methyltransferase; 1:amet_c +  1:hcys__L_c-> 1:ahcys_c +  1:h_c +  1:met__L_c
1068;HKNDDH;2-hydroxy-6-ketonona-2,4-dienedioic acid hydrolase; 1:h2o_c +  1:hkndd_c-> 1:h_c +  1:op4en_c +  1:succ_c
1069;HCYSMT2;Homocysteine Methyltransferase; 1:hcys__L_c +  1:mmet_c-> 1:h_c +  2:met__L_c
1070;HDCAtexi;Hexadecanoate transport via facilitated irreversible diffusion (extracellular to periplasm); 1:hdca_e-> 1:hdca_p
1071;HKNTDH;2-hydroxy-6-ketononotrienedioate hydrolase; 1:h2o_c +  1:hkntd_c-> 1:fum_c +  1:h_c +  1:op4en_c
1072;HMBS;Hydroxymethylbilane synthase; 1:h2o_c +  4:ppbng_c-> 1:hmbil_c +  4:nh4_c
1073;HMPK1;Hydroxymethylpyrimidine kinase (ATP); 1:4ahmmp_c +  1:atp_c-> 1:4ampm_c +  1:adp_c +  1:h_c
1074;HDCEAtexi;Hexadecenoate transport via facilitated irreversible diffusion (extracellular to periplasm); 1:hdcea_e-> 1:hdcea_p
1075;CTECOAI7;3-cis-2-trans-enoyl-CoA isomerase; 1:hdcoa_c-> 1:hdd2coa_c
1076;HOMt2pp;L-homoserineserine efflux via proton symport; 1:h_p +  1:hom__L_c-> 1:h_c +  1:hom__L_p
1077;HOMtex;L-homoserine transport via diffusion (extracellular to periplasm); 1:hom__L_e-> 1:hom__L_p
1078;HOPNTAL;4-hydroxy-2-oxopentanoate aldolase; 1:4h2opntn_c-> 1:acald_c +  1:pyr_c
1079;HEMEOS;Heme O synthase; 1:frdp_c +  1:h2o_c +  1:pheme_c-> 1:hemeO_c +  1:ppi_c
1080;HEPK1;LPS heptose kinase I (LPS core synthesis); 1:atp_c +  1:hhlipa_c-> 1:adp_c +  1:h_c +  1:phhlipa_c
1081;HEPK2;LPS heptose kinase II (LPS core synthesis); 1:atp_c +  1:hphhlipa_c-> 1:adp_c +  1:h_c +  1:phphhlipa_c
1082;HPPK2;6-hydroxymethyl-dihydropterin pyrophosphokinase; 1:6hmhpt_c +  1:atp_c-> 1:6hmhptpp_c +  1:amp_c +  1:h_c
1083;HPPPNDO;2,3-dihydroxypheylpropionate 1,2-dioxygenase; 1:dhpppn_c +  1:o2_c-> 1:h_c +  1:hkndd_c
1084;HPPPNt2rpp;3-(3-hydroxyphenyl)propionate transport via proton symport, reversible (periplasm); 1:3hpppn_p +  1:h_p-> 1:3hpppn_c +  1:h_c
1085;HPPPNtex;3-(3-hydroxyphenyl)propionate transport via diffusion (extracellular to periplasm); 1:3hpppn_e-> 1:3hpppn_p
1086;HPYRI;Hydroxypyruvate isomerase; 1:hpyr_c-> 1:2h3oppan_c
1087;HPYRRx;Hydroxypyruvate reductase (NADH); 1:h_c +  1:hpyr_c +  1:nadh_c-> 1:glyc__R_c +  1:nad_c
1088;HPYRRy;Hydroxypyruvate reductase (NADPH); 1:h_c +  1:hpyr_c +  1:nadph_c-> 1:glyc__R_c +  1:nadp_c
1089;HSDy;Homoserine dehydrogenase (NADPH); 1:hom__L_c +  1:nadp_c-> 1:aspsa_c +  1:h_c +  1:nadph_c
1090;HEPT1;Heptosyltransferase I (LPS core synthesis); 1:adphep_LD_c +  1:lipa_c-> 1:adp_c +  1:h_c +  1:hlipa_c
1091;HEPT2;Heptosyltransferase II (LPS core synthesis); 1:adphep_LD_c +  1:hlipa_c-> 1:adp_c +  1:h_c +  1:hhlipa_c
1092;HEPT3;Heptosyltransferase III (LPS core synthesis); 1:adphep_LD_c +  1:phhlipa_c-> 1:adp_c +  1:h_c +  1:hphhlipa_c
1093;HEPT4;Heptosyltransferase IV (LPS core synthesis); 1:adphep_LD_c +  1:gggagicolipa_c-> 1:adp_c +  1:colipa_c +  1:h_c
1094;HETZK;Hydroxyethylthiazole kinase; 1:4mhetz_c +  1:atp_c-> 1:4mpetz_c +  1:adp_c +  1:h_c
1095;HEX1;Hexokinase (D-glucose:ATP); 1:atp_c +  1:glc__D_c-> 1:adp_c +  1:g6p_c +  1:h_c
1096;HEX4;Hexokinase (D-mannose:ATP); 1:atp_c +  1:man_c-> 1:adp_c +  1:h_c +  1:man6p_c
1097;HSK;Homoserine kinase; 1:atp_c +  1:hom__L_c-> 1:adp_c +  1:h_c +  1:phom_c
1098;HEX7;Hexokinase (D-fructose:ATP); 1:atp_c +  1:fru_c-> 1:adp_c +  1:f6p_c +  1:h_c
1099;HEXt2rpp;Hexanoate transport via proton symport, reversible (periplasm); 1:h_p +  1:hxa_p-> 1:h_c +  1:hxa_c
1100;IPPS;2-isopropylmalate synthase; 1:3mob_c +  1:accoa_c +  1:h2o_c-> 1:3c3hmp_c +  1:coa_c +  1:h_c
1101;ISETACabcpp;Isethionate transport via ABC system (periplasm); 1:atp_c +  1:h2o_c +  1:isetac_p-> 1:adp_c +  1:h_c +  1:isetac_c +  1:pi_c
1102;HSST;Homoserine O-succinyltransferase; 1:hom__L_c +  1:succoa_c-> 1:coa_c +  1:suchms_c
1103;ISETACtex;Isethionate transport via diffusion (extracellular to periplasm); 1:isetac_e-> 1:isetac_p
1104;K2L4Aabcpp;KDO(2)-lipid IV A transport via ABC system (periplasm); 1:atp_c +  1:h2o_c +  1:kdo2lipid4_c-> 1:adp_c +  1:h_c +  1:kdo2lipid4_p +  1:pi_c
1105;HSTPT;Histidinol-phosphate transaminase; 1:glu__L_c +  1:imacp_c-> 1:akg_c +  1:hisp_c
1106;HXAND;Hypoxanthine dehydrogenase; 1:h2o_c +  1:hxan_c +  1:nad_c-> 1:h_c +  1:nadh_c +  1:xan_c
1107;HXAtex;Hexanoate transport via diffusion (extracellular to periplasm); 1:hxa_e-> 1:hxa_p
1108;HXCT;Acetyl-CoA:hexanoate-CoA transferase; 1:accoa_c +  1:hxa_c-> 1:ac_c +  1:hxcoa_c
1109;K2L4Atex;KDO(2)-lipid IV A transport via vector (periplasm to extracellular); 1:kdo2lipid4_p-> 1:kdo2lipid4_e
1110;KARA1;Ketol-acid reductoisomerase (2,3-dihydroxy-3-methylbutanoate); 1:23dhmb_c +  1:nadp_c-> 1:alac__S_c +  1:h_c +  1:nadph_c
1111;HXPRT;Hypoxanthine phosphoribosyltransferase (Hypoxanthine); 1:hxan_c +  1:prpp_c-> 1:imp_c +  1:ppi_c
1112;KARA2;Ketol-acid reductoisomerase (2-Acetolactate); 1:2ahbut_c +  1:h_c +  1:nadph_c-> 1:23dhmp_c +  1:nadp_c
1113;HYD1pp;Hydrogenase (ubiquinone-8: 2 protons) (periplasm); 1:h2_c +  2:h_c +  1:q8_c-> 2:h_p +  1:q8h2_c
1114;KAS14;Beta-ketoacyl-ACP synthase; 1:acACP_c +  1:h_c +  1:malACP_c-> 1:ACP_c +  1:actACP_c +  1:co2_c
1115;HYD2pp;Hydrogenase (menaquinone8: 2 protons) (periplasm); 1:h2_c +  2:h_c +  1:mqn8_c-> 2:h_p +  1:mql8_c
1116;HYD3pp;Hydrogenase (Demethylmenaquinone-8: 2 protons) (periplasm); 1:2dmmq8_c +  1:h2_c +  2:h_c-> 1:2dmmql8_c +  2:h_p
1117;HYPOE;Hypothetical enyme; 1:h2o_c +  1:pyam5p_c-> 1:pi_c +  1:pydam_c
1118;HYXNtex;Hypoxanthine transport via diffusion (extracellular to periplasm); 1:hxan_e-> 1:hxan_p
1119;KAS15;Beta-ketoacyl-ACP synthase (2); 1:accoa_c +  1:h_c +  1:malACP_c-> 1:actACP_c +  1:co2_c +  1:coa_c
1120;KAT1;3-ketoacyl-CoA thiolase; 1:aacoa_c +  1:coa_c-> 2:accoa_c
1121;ACACT11;3-ketoacyl-CoA thiolase; 1:3ohcoa_c +  1:coa_c-> 1:accoa_c +  1:btcoa_c
1122;ACACT8;3-ketoacyl-CoA thiolase; 1:3oocoa_c +  1:coa_c-> 1:accoa_c +  1:hxcoa_c
1123;HYXNtpp;Hypoxanthine transport (periplasm); 1:hxan_p-> 1:hxan_c
1124;ACACT13;3-ketoacyl-CoA thiolase; 1:3odcoa_c +  1:coa_c-> 1:accoa_c +  1:occoa_c
1125;Htex;Proton transport via diffusion (extracellular to periplasm); 1:h_e-> 1:h_p
1126;ACACT10;3-ketoacyl-CoA thiolase; 1:3oddcoa_c +  1:coa_c-> 1:accoa_c +  1:dcacoa_c
1127;ACACT9;3-ketoacyl-CoA thiolase; 1:3otdcoa_c +  1:coa_c-> 1:accoa_c +  1:ddcacoa_c
1128;ACACT12;3-ketoacyl-CoA thiolase; 1:3ohdcoa_c +  1:coa_c-> 1:accoa_c +  1:tdcoa_c
1129;ACACT8r;Acetyl-CoA acyltransferase (hexadecanoyl-CoA), (r); 1:3ohodcoa_c +  1:coa_c-> 1:accoa_c +  1:pmtcoa_c
1130;ICDHyr;Isocitrate dehydrogenase (NADP); 1:icit_c +  1:nadp_c-> 1:akg_c +  1:co2_c +  1:nadph_c
1131;ICHORS_copy1;Isochorismate synthase; 1:chor_c-> 1:ichor_c
1132;ICHORS_copy2;Isochorismate synthase; 1:chor_c-> 1:ichor_c
1133;ICHORT;Isochorismatase; 1:h2o_c +  1:ichor_c-> 1:23ddhb_c +  1:pyr_c
1134;KDOCT2;3-deoxy-manno-octulosonate cytidylyltransferase; 1:ctp_c +  1:kdo_c-> 1:ckdo_c +  1:ppi_c
1135;KDOPP;3-deoxy-manno-octulosonate-8-phosphatase; 1:h2o_c +  1:kdo8p_c-> 1:kdo_c +  1:pi_c
1136;ICL;Isocitrate lyase; 1:icit_c-> 1:glx_c +  1:succ_c
1137;IDOND;L-idonate 5-dehydrogenase; 1:5dglcn_c +  1:h_c +  1:nadh_c-> 1:idon__L_c +  1:nad_c
1138;KDOPS;3-deoxy -D-manno-octulosonic -acid 8-phosphate synthase; 1:ara5p_c +  1:h2o_c +  1:pep_c-> 1:kdo8p_c +  1:pi_c
1139;KG6PDC;3-keto-L-gulonate 6-phosphate decarboxylase; 1:3dhgulnp_c +  1:h_c-> 1:co2_c +  1:xu5p__L_c
1140;Kabcpp;Potassium ABC transporter (periplasm); 1:atp_c +  1:h2o_c +  1:k_p-> 1:adp_c +  1:h_c +  1:k_c +  1:pi_c
1141;IDOND2;L-indonate 5-dehydrogenase (NADP); 1:5dglcn_c +  1:h_c +  1:nadph_c-> 1:idon__L_c +  1:nadp_c
1142;IDONt2rpp;L-idonate transport via proton symport, reversible (periplasm); 1:h_p +  1:idon__L_p-> 1:h_c +  1:idon__L_c
1143;IDONtex;L-idonate transport via diffusion (extracellular to periplasm); 1:idon__L_e-> 1:idon__L_p
1144;Kt2pp;Potassium transport in via proton symport (periplasm); 1:h_p +  1:k_p-> 1:h_c +  1:k_c
1145;IG3PS;Imidazole-glycerol-3-phosphate synthase; 1:gln__L_c +  1:prlp_c-> 1:aicar_c +  1:eig3p_c +  1:glu__L_c +  1:h_c
1146;IGPDH;Imidazoleglycerol-phosphate dehydratase; 1:eig3p_c-> 1:h2o_c +  1:imacp_c
1147;IGPS;Indole-3-glycerol-phosphate synthase; 1:2cpr5p_c +  1:h_c-> 1:3ig3p_c +  1:co2_c +  1:h2o_c
1148;Kt3pp;Potassium transport out via proton antiport (periplasm); 1:h_p +  1:k_c-> 1:h_c +  1:k_p
1149;Ktex;Potassium transport via diffusion (extracellular to periplasm); 1:k_e-> 1:k_p
1150;LA4NTpp;4-amino-4-deoxy-L-arabinotransferase (LPS lipid A modification, periplasmic face of membrane)); 1:colipa_p +  1:uLa4n_p-> 1:acolipa_p +  1:udcpp_p
1151;LACZ;B-galactosidase; 1:h2o_c +  1:lcts_c-> 1:gal_c +  1:glc__D_c
1152;LACZpp;B-galactosidase; 1:h2o_p +  1:lcts_p-> 1:gal_p +  1:glc__D_p
1153;ILETA;Isoleucine transaminase; 1:akg_c +  1:ile__L_c-> 1:3mop_c +  1:glu__L_c
1154;ILETRS;Isoleucyl-tRNA synthetase; 1:atp_c +  1:ile__L_c +  1:trnaile_c-> 1:amp_c +  1:iletrna_c +  1:ppi_c
1155;ILEabcpp;L-isoleucine transport via ABC system (periplasm); 1:atp_c +  1:h2o_c +  1:ile__L_p-> 1:adp_c +  1:h_c +  1:ile__L_c +  1:pi_c
1156;ILEt2rpp;L-isoleucine reversible transport via proton symport (periplasm); 1:h_p +  1:ile__L_p-> 1:h_c +  1:ile__L_c
1157;LADGMDH;L-alanyl-gamma-D-glutamyl-meso-diaminopimelate hydrolase; 1:LalaDgluMdap_c +  1:h2o_c-> 1:26dap__M_c +  1:LalaDglu_c
1158;LALDO2x;D-Lactaldehyde:NAD+ 1-oxidoreductase; 1:h_c +  1:mthgxl_c +  1:nadh_c-> 1:lald__D_c +  1:nad_c
1159;ILEtex;L-isoleucine transport via diffusion (extracellular to periplasm); 1:ile__L_e-> 1:ile__L_p
1160;IMPC;IMP cyclohydrolase; 1:h2o_c +  1:imp_c-> 1:fprica_c
1161;IMPD;IMP dehydrogenase; 1:h2o_c +  1:imp_c +  1:nad_c-> 1:h_c +  1:nadh_c +  1:xmp_c
1162;LALGP;L-alanyl-gamma-L-glutamate peptidase; 1:LalaLglu_c +  1:h2o_c-> 1:ala__L_c +  1:glu__L_c
1163;LCADi;Lactaldehyde dehydrogenase; 1:h2o_c +  1:lald__L_c +  1:nad_c-> 2:h_c +  1:lac__L_c +  1:nadh_c
1164;LCARR;Lacaldehyde reductase (R-propane-1,2-diol forming); 1:h_c +  1:lald__D_c +  1:nadh_c-> 1:12ppd__R_c +  1:nad_c
1165;LCARS;Lacaldehyde reductase (S-propane-1,2-diol forming); 1:h_c +  1:lald__L_c +  1:nadh_c-> 1:12ppd__S_c +  1:nad_c
1166;IMPtex;IMP transport via diffusion (extracellular to periplasm); 1:imp_e-> 1:imp_p
1167;INDOLEt2pp;Indole transport via proton symport, irreversible (periplasm); 1:h_c +  1:indole_c-> 1:h_p +  1:indole_p
1168;INDOLEt2rpp;Indole transport via proton symport, reversible (periplasm); 1:h_p +  1:indole_p-> 1:h_c +  1:indole_c
1169;LCTSt3ipp;Lactose transport via proton aniport (periplasm); 1:h_p +  1:lcts_c-> 1:h_c +  1:lcts_p
1170;LCTStex;Lactose transport via diffusion (extracellular to periplasm); 1:lcts_e-> 1:lcts_p
1171;LCTStpp;Lactose transport via proton symport (periplasm); 1:h_p +  1:lcts_p-> 1:h_c +  1:lcts_c
1172;INDOLEtex;Indole transport via diffusion (extracellular to periplasm); 1:indole_e-> 1:indole_p
1173;LDH_D;D-lactate dehydrogenase; 1:lac__D_c +  1:nad_c-> 1:h_c +  1:nadh_c +  1:pyr_c
1174;LDH_D2;D-lactate dehydrogenase; 1:lac__D_c +  1:q8_c-> 1:pyr_c +  1:q8h2_c
1175;INOSTt4pp;Na+/myo-inositol symporter (periplasm); 1:inost_p +  1:na1_p-> 1:inost_c +  1:na1_c
1176;INSH;Inosine hydrolase; 1:h2o_c +  1:ins_c-> 1:hxan_c +  1:rib__D_c
1177;INSK;Insosine kinase; 1:atp_c +  1:ins_c-> 1:adp_c +  1:h_c +  1:imp_c
1178;LEUTAi;Leucine transaminase (irreversible); 1:4mop_c +  1:glu__L_c-> 1:akg_c +  1:leu__L_c
1179;LEUTRS;Leucyl-tRNA synthetase; 1:atp_c +  1:leu__L_c +  1:trnaleu_c-> 1:amp_c +  1:leutrna_c +  1:ppi_c
1180;LEUabcpp;L-leucine transport via ABC system (periplasm); 1:atp_c +  1:h2o_c +  1:leu__L_p-> 1:adp_c +  1:h_c +  1:leu__L_c +  1:pi_c
1181;INSTtex;Inositol transport via diffusion (extracellular to periplasm); 1:inost_e-> 1:inost_p
1182;INSt2pp_copy1;Inosine transport in via proton symport (periplasm); 1:h_p +  1:ins_p-> 1:h_c +  1:ins_c
1183;INSt2pp_copy2;Inosine transport in via proton symport (periplasm); 1:h_p +  1:ins_p-> 1:h_c +  1:ins_c
